track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
trk_1299,Harry Styles,God's Nights (Deluxe Edition),God's Nights,76,231428,0,0.531,0.647,10,-11.59,1,0.276,0.27,0.0,0.1,0.33,119.73,4,pop-rock
trk_1300,Harry Styles,Greedy Parade (Deluxe Edition),Greedy Parade,71,236863,0,0.913,0.473,6,-12.42,1,0.218,0.017,0.3122,0.255,0.791,98.26,4,pop-rock
trk_1301,Kendrick Lamar,Espresso Symphony (Deluxe Edition),Espresso Symphony,83,194484,0,0.554,0.96,9,-7.52,1,0.192,0.193,0.0,0.226,0.416,145.91,4,hip-hop
trk_1302,Harry Styles,vampire Hour (Deluxe Edition),vampire Hour,44,223675,0,0.436,0.733,3,-10.62,0,0.123,0.333,0.0,0.072,0.594,147.04,4,pop-rock
trk_1303,Billie Eilish,Die Echoes (Deluxe Edition),Die Echoes,72,220475,1,0.682,0.924,9,-4.32,0,0.12,0.477,0.0,0.169,0.413,117.89,4,alt-pop
trk_1304,Kendrick Lamar,Midnight Symphony (Deluxe Edition),Midnight Symphony,100,158386,1,0.372,0.616,6,-6.37,1,0.268,0.605,0.0,0.35,0.252,147.73,4,hip-hop
trk_1305,Drake,Peaches Hour (Deluxe Edition),Peaches Hour,58,198660,0,0.785,0.52,9,-6.88,1,0.033,0.15,0.0,0.274,0.466,168.19,4,hip-hop
trk_1306,Taylor Swift,Flowers Waves (Deluxe Edition),Flowers Waves,60,229409,1,0.67,0.7,11,-6.73,1,0.253,0.372,0.0,0.195,0.656,152.45,4,pop
trk_1307,Travis Scott,Humble Plan (Deluxe Edition),Humble Plan,68,179810,0,0.923,0.798,4,-13.15,0,0.135,0.023,0.0,0.169,0.559,106.22,4,hip-hop
trk_1308,Bad Bunny,vampire Fantasy (Deluxe Edition),vampire Fantasy,71,225991,1,0.913,0.474,5,-10.26,1,0.175,0.116,0.1943,0.279,0.867,156.28,4,reggaeton
trk_1309,Justin Bieber,Levitating Vibes (Deluxe Edition),Levitating Vibes,100,150157,0,0.919,0.614,0,-3.89,0,0.042,0.876,0.1733,0.14,0.711,140.41,4,pop
trk_1310,Billie Eilish,Blinding Memories (Deluxe Edition),Blinding Memories,51,243920,1,0.854,0.699,8,-12.88,1,0.289,0.373,0.0,0.214,0.699,148.44,4,alt-pop
trk_1311,Olivia Rodrigo,Humble Heart (Deluxe Edition),Humble Heart,79,167136,0,0.453,0.744,4,-11.68,1,0.25,0.56,0.0,0.107,0.509,157.25,4,pop-rock
trk_1312,Kendrick Lamar,vampire World (Deluxe Edition),vampire World,76,151826,0,0.865,0.408,5,-3.94,0,0.222,0.864,0.0,0.088,0.563,144.48,4,hip-hop
trk_1313,Ed Sheeran,Greedy Plan (Deluxe Edition),Greedy Plan,95,240073,0,0.538,0.578,3,-4.68,0,0.036,0.694,0.2037,0.207,0.202,87.67,4,pop
trk_1314,Travis Scott,Starboy Waves (Deluxe Edition),Starboy Waves,76,245396,1,0.468,0.596,8,-8.46,0,0.172,0.053,0.0,0.056,0.661,85.95,4,hip-hop
trk_1315,Bruno Mars,As It Was Lover (Deluxe Edition),As It Was Lover,52,239339,0,0.948,0.595,6,-13.28,1,0.323,0.033,0.0,0.166,0.77,152.33,4,r&b
trk_1316,Harry Styles,Starboy Tears (Deluxe Edition),Starboy Tears,49,228654,0,0.694,0.478,2,-8.43,1,0.168,0.245,0.0,0.349,0.274,139.8,4,pop-rock
trk_1317,Post Malone,Levitating Dreams (Deluxe Edition),Levitating Dreams,49,186559,0,0.395,0.885,3,-9.3,0,0.066,0.779,0.0,0.119,0.754,148.12,4,hip-hop
trk_1318,Ariana Grande,Peaches You (Deluxe Edition),Peaches You,81,220689,0,0.561,0.927,5,-4.49,1,0.233,0.877,0.0,0.233,0.205,102.75,4,pop
trk_1319,The Weeknd,Shape Waves (Deluxe Edition),Shape Waves,53,258315,0,0.859,0.666,8,-7.7,0,0.303,0.208,0.0,0.179,0.713,150.74,4,pop
trk_1320,Ariana Grande,Golden You (Deluxe Edition),Golden You,84,216581,0,0.503,0.866,5,-6.39,1,0.26,0.064,0.0,0.304,0.297,88.2,4,pop
trk_1321,Billie Eilish,Flowers Waves (Deluxe Edition),Flowers Waves,42,209575,0,0.731,0.674,8,-6.39,1,0.095,0.717,0.3764,0.062,0.782,123.62,4,alt-pop
trk_1322,Eminem,As It Was Parade (Deluxe Edition),As It Was Parade,92,224065,1,0.691,0.611,3,-7.33,0,0.135,0.745,0.0,0.124,0.166,173.0,4,hip-hop
trk_1323,SZA,Golden Chamber (Deluxe Edition),Golden Chamber,74,188180,1,0.843,0.97,7,-11.4,1,0.286,0.619,0.0,0.073,0.402,139.93,4,r&b
trk_1324,Post Malone,Anti Summer (Deluxe Edition),Anti Summer,78,177649,1,0.389,0.657,9,-9.47,1,0.237,0.826,0.0,0.193,0.276,157.33,4,hip-hop
trk_1325,Ariana Grande,Shape Waves (Deluxe Edition),Shape Waves,60,170417,0,0.664,0.549,2,-9.66,1,0.345,0.553,0.0,0.076,0.51,151.75,4,pop
trk_1326,Doja Cat,Greedy Symphony (Deluxe Edition),Greedy Symphony,61,157393,1,0.387,0.704,3,-5.25,1,0.102,0.28,0.0,0.334,0.431,132.48,4,dance-pop
trk_1327,Travis Scott,Espresso Heart (Deluxe Edition),Espresso Heart,88,243452,1,0.756,0.424,11,-10.54,0,0.138,0.501,0.0,0.184,0.763,123.84,4,hip-hop
trk_1328,Doja Cat,Anti Lights (Deluxe Edition),Anti Lights,77,222407,1,0.832,0.318,8,-4.51,0,0.277,0.851,0.0,0.341,0.355,140.46,4,dance-pop
trk_1329,Olivia Rodrigo,Greedy Hero (Deluxe Edition),Greedy Hero,100,143514,0,0.71,0.745,0,-13.2,1,0.241,0.664,0.0,0.226,0.382,172.0,4,pop-rock
trk_1330,The Weeknd,Flowers Waves (Deluxe Edition),Flowers Waves,60,207622,1,0.853,0.818,11,-4.24,1,0.348,0.82,0.0,0.275,0.266,120.88,4,pop
trk_1331,Dua Lipa,Save Tears (Deluxe Edition),Save Tears,82,159358,0,0.547,0.367,8,-7.1,1,0.121,0.746,0.0,0.243,0.866,141.67,4,dance-pop
trk_1332,Eminem,Midnight You (Deluxe Edition),Midnight You,67,222081,1,0.661,0.952,9,-10.18,1,0.129,0.508,0.0,0.262,0.721,91.01,4,hip-hop
trk_1333,Harry Styles,Save Chamber (Deluxe Edition),Save Chamber,59,217988,1,0.934,0.847,9,-12.71,1,0.041,0.331,0.0,0.163,0.663,99.86,4,pop-rock
trk_1334,Imagine Dragons,Cruel Dreams (Deluxe Edition),Cruel Dreams,75,147689,0,0.841,0.403,2,-4.08,0,0.308,0.121,0.282,0.294,0.206,113.31,4,rock
trk_1335,Ariana Grande,Greedy Dreams (Deluxe Edition),Greedy Dreams,53,172930,0,0.489,0.61,5,-6.43,1,0.14,0.103,0.2344,0.064,0.528,141.82,4,pop
trk_1336,Kendrick Lamar,Midnight Memories (Deluxe Edition),Midnight Memories,89,174508,0,0.828,0.326,0,-8.54,0,0.119,0.752,0.0,0.195,0.497,130.27,4,hip-hop
trk_1337,The Weeknd,Golden Nights (Deluxe Edition),Golden Nights,65,252694,1,0.797,0.796,5,-11.04,1,0.206,0.321,0.0,0.215,0.263,111.65,4,pop
trk_1338,Ariana Grande,Espresso Summer (Deluxe Edition),Espresso Summer,52,203438,1,0.648,0.511,4,-10.75,1,0.173,0.393,0.0,0.215,0.282,88.98,4,pop
trk_1339,Justin Bieber,Lucid Dreams (Deluxe Edition),Lucid Dreams,63,179649,1,0.75,0.625,9,-9.08,0,0.033,0.083,0.0,0.287,0.385,161.68,4,pop
trk_1340,Bruno Mars,Greedy Fantasy (Deluxe Edition),Greedy Fantasy,69,181075,1,0.712,0.704,9,-8.36,1,0.07,0.351,0.0,0.335,0.701,140.68,4,r&b
trk_1341,Bad Bunny,Anti Summer (Deluxe Edition),Anti Summer,76,185824,0,0.667,0.743,10,-4.91,1,0.307,0.2,0.0,0.339,0.915,89.88,4,reggaeton
trk_1342,Ariana Grande,Blinding Lover (Deluxe Edition),Blinding Lover,78,245070,0,0.562,0.672,2,-11.86,0,0.117,0.848,0.0,0.204,0.538,143.95,4,pop
trk_1343,SZA,Die Lover (Deluxe Edition),Die Lover,57,160221,1,0.875,0.698,0,-12.51,1,0.251,0.086,0.0,0.231,0.871,115.4,4,r&b
trk_1344,Justin Bieber,Blinding Summer (Deluxe Edition),Blinding Summer,77,234205,1,0.817,0.9,8,-3.15,1,0.284,0.545,0.0,0.132,0.464,98.15,4,pop
trk_1345,Travis Scott,Espresso World (Deluxe Edition),Espresso World,47,186585,1,0.629,0.305,6,-12.45,1,0.238,0.139,0.0,0.297,0.799,109.18,4,hip-hop
trk_1346,Coldplay,Sunflower Heart (Deluxe Edition),Sunflower Heart,87,244428,1,0.863,0.616,3,-7.75,1,0.08,0.54,0.0,0.251,0.249,127.93,4,rock
trk_1347,Kendrick Lamar,Greedy Heart (Deluxe Edition),Greedy Heart,81,231196,0,0.413,0.549,8,-7.72,1,0.168,0.826,0.0,0.205,0.168,154.75,4,hip-hop
trk_1348,Ed Sheeran,Greedy Lights (Deluxe Edition),Greedy Lights,99,215251,0,0.382,0.396,10,-3.43,0,0.218,0.774,0.0,0.334,0.912,118.66,4,pop
trk_1349,Doja Cat,As It Was Lover (Deluxe Edition),As It Was Lover,100,231338,0,0.458,0.845,3,-8.63,0,0.349,0.322,0.0,0.197,0.177,173.91,4,dance-pop
trk_1350,Dua Lipa,Flowers Lover (Deluxe Edition),Flowers Lover,39,196691,0,0.414,0.35,10,-11.72,1,0.107,0.741,0.0,0.174,0.684,99.45,4,dance-pop
trk_1351,Ariana Grande,Save Heart (Deluxe Edition),Save Heart,52,150058,1,0.583,0.413,10,-12.25,1,0.146,0.755,0.0,0.166,0.655,116.16,4,pop
trk_1352,SZA,Save Vibes (Deluxe Edition),Save Vibes,60,142325,1,0.567,0.919,1,-13.07,0,0.125,0.647,0.1425,0.113,0.425,128.49,4,r&b
trk_1353,Dua Lipa,Starboy Plan (Deluxe Edition),Starboy Plan,70,228759,1,0.507,0.606,4,-11.79,0,0.195,0.398,0.0,0.229,0.783,161.53,4,dance-pop
trk_1354,Harry Styles,As It Was Symphony (Deluxe Edition),As It Was Symphony,79,191672,1,0.393,0.658,3,-9.64,0,0.313,0.869,0.0,0.21,0.897,140.62,4,pop-rock
trk_1355,Imagine Dragons,Die Memories (Deluxe Edition),Die Memories,45,182063,0,0.659,0.411,4,-3.44,1,0.214,0.329,0.0,0.241,0.663,120.21,4,rock
trk_1356,Post Malone,Sunflower Echoes (Deluxe Edition),Sunflower Echoes,75,171730,0,0.709,0.624,2,-7.35,1,0.221,0.175,0.0,0.306,0.18,157.12,4,hip-hop
trk_1357,Imagine Dragons,God's You (Deluxe Edition),God's You,72,206890,0,0.948,0.815,11,-4.35,0,0.271,0.316,0.0,0.294,0.543,163.73,4,rock
trk_1358,Bad Bunny,Espresso Summer (Deluxe Edition),Espresso Summer,42,219254,0,0.856,0.529,10,-4.45,0,0.212,0.169,0.0,0.076,0.399,141.39,4,reggaeton
trk_1359,Bruno Mars,Cruel Dreams (Deluxe Edition),Cruel Dreams,95,185043,1,0.63,0.301,2,-13.04,1,0.038,0.709,0.0,0.346,0.726,113.33,4,r&b
trk_1360,Harry Styles,Shape Symphony (Deluxe Edition),Shape Symphony,94,248379,1,0.526,0.482,1,-8.94,1,0.151,0.834,0.0,0.117,0.241,147.78,4,pop-rock
trk_1361,Bad Bunny,Lucid Vibes (Deluxe Edition),Lucid Vibes,67,150513,1,0.671,0.746,5,-9.17,1,0.1,0.721,0.0,0.246,0.736,88.67,4,reggaeton
trk_1362,Billie Eilish,Cruel Parade (Deluxe Edition),Cruel Parade,84,204743,0,0.574,0.568,9,-13.82,1,0.134,0.287,0.0,0.141,0.41,85.88,4,alt-pop
trk_1363,Bruno Mars,Cruel Symphony (Deluxe Edition),Cruel Symphony,60,210324,0,0.697,0.594,7,-11.74,1,0.146,0.275,0.0,0.071,0.428,134.38,4,r&b
trk_1364,Bad Bunny,Save Vibes (Deluxe Edition),Save Vibes,63,170847,1,0.794,0.571,11,-8.77,1,0.259,0.65,0.0,0.167,0.333,122.14,4,reggaeton
trk_1365,Bruno Mars,Golden Echoes (Deluxe Edition),Golden Echoes,76,216771,1,0.363,0.864,5,-4.96,1,0.346,0.865,0.0,0.07,0.335,94.46,4,r&b
trk_1366,Justin Bieber,Humble Vibes (Deluxe Edition),Humble Vibes,76,188597,0,0.768,0.682,10,-8.87,1,0.116,0.248,0.0,0.101,0.302,108.57,4,pop
trk_1367,The Weeknd,Save Hour (Deluxe Edition),Save Hour,71,143917,0,0.367,0.512,2,-7.5,0,0.262,0.061,0.0,0.256,0.611,160.79,4,pop
trk_1368,Eminem,Midnight Plan (Deluxe Edition),Midnight Plan,71,240632,1,0.866,0.837,8,-4.13,1,0.319,0.785,0.0,0.127,0.214,115.76,4,hip-hop
trk_1369,Eminem,Die Vibes (Deluxe Edition),Die Vibes,35,217217,1,0.851,0.573,7,-9.11,1,0.291,0.44,0.0,0.065,0.538,94.62,4,hip-hop
trk_1370,Harry Styles,Golden Chamber (Deluxe Edition),Golden Chamber,79,228033,0,0.656,0.405,0,-4.85,1,0.137,0.317,0.0,0.213,0.653,155.74,4,pop-rock
trk_1371,Harry Styles,Cruel Lights (Deluxe Edition),Cruel Lights,61,190654,0,0.529,0.371,0,-8.67,1,0.151,0.117,0.0,0.338,0.294,100.25,4,pop-rock
trk_1372,Kendrick Lamar,Shape Tears (Deluxe Edition),Shape Tears,98,221279,0,0.456,0.773,11,-12.64,0,0.205,0.408,0.2425,0.093,0.541,106.56,4,hip-hop
trk_1373,Imagine Dragons,vampire Hero (Deluxe Edition),vampire Hero,75,180036,0,0.456,0.664,0,-3.49,0,0.225,0.34,0.0,0.105,0.726,159.45,4,rock
trk_1374,Justin Bieber,Blinding Lover (Deluxe Edition),Blinding Lover,46,204985,0,0.698,0.703,10,-12.56,0,0.324,0.024,0.0,0.162,0.659,97.57,4,pop
trk_1375,Drake,Flowers Waves (Deluxe Edition),Flowers Waves,73,185533,0,0.866,0.537,3,-11.68,0,0.076,0.07,0.0,0.17,0.662,87.37,4,hip-hop
trk_1376,Drake,Save Lover (Deluxe Edition),Save Lover,74,162467,1,0.868,0.652,10,-10.55,1,0.088,0.672,0.1982,0.05,0.648,134.47,4,hip-hop
trk_1377,Ariana Grande,Levitating Tears (Deluxe Edition),Levitating Tears,80,242387,0,0.724,0.448,5,-10.7,0,0.226,0.577,0.0,0.119,0.399,105.79,4,pop
trk_1378,Ed Sheeran,Blinding You (Deluxe Edition),Blinding You,69,243717,1,0.825,0.4,8,-11.13,1,0.054,0.665,0.0,0.05,0.413,115.36,4,pop
trk_1379,Olivia Rodrigo,Cruel World (Deluxe Edition),Cruel World,77,158177,0,0.757,0.311,1,-9.92,1,0.123,0.097,0.0,0.059,0.503,144.01,4,pop-rock
trk_1380,Travis Scott,Sunflower Plan (Deluxe Edition),Sunflower Plan,69,225620,1,0.405,0.471,5,-11.08,0,0.136,0.019,0.0,0.061,0.162,149.11,4,hip-hop
trk_1381,Bruno Mars,Starboy Hour (Deluxe Edition),Starboy Hour,78,242700,0,0.94,0.846,3,-4.12,0,0.295,0.617,0.0,0.334,0.172,158.03,4,r&b
trk_1382,The Weeknd,Blinding Summer (Deluxe Edition),Blinding Summer,45,256582,1,0.769,0.368,4,-11.67,1,0.212,0.408,0.0,0.156,0.615,129.29,4,pop
trk_1383,Olivia Rodrigo,As It Was World (Deluxe Edition),As It Was World,87,253769,0,0.795,0.506,9,-9.97,0,0.081,0.269,0.0,0.077,0.764,159.1,4,pop-rock
trk_1384,Ed Sheeran,Humble Vibes (Deluxe Edition),Humble Vibes,33,203521,1,0.622,0.692,0,-11.85,0,0.337,0.055,0.0,0.271,0.546,132.61,4,pop
trk_1385,SZA,God's Memories (Deluxe Edition),God's Memories,53,216980,0,0.862,0.644,6,-7.18,1,0.056,0.863,0.3155,0.129,0.789,85.31,4,r&b
trk_1386,SZA,Peaches Hour (Deluxe Edition),Peaches Hour,80,141325,1,0.39,0.619,4,-4.11,1,0.084,0.474,0.0,0.194,0.745,165.92,4,r&b
trk_1387,Travis Scott,Anti Hour (Deluxe Edition),Anti Hour,32,192403,0,0.63,0.335,3,-9.12,1,0.272,0.363,0.0261,0.198,0.697,114.75,4,hip-hop
trk_1388,Eminem,Cruel Heart (Deluxe Edition),Cruel Heart,71,198382,0,0.78,0.615,2,-13.21,0,0.239,0.867,0.0,0.297,0.625,147.26,4,hip-hop
trk_1389,Travis Scott,Save Echoes (Deluxe Edition),Save Echoes,49,171376,1,0.444,0.448,8,-13.8,1,0.082,0.042,0.1406,0.221,0.367,88.5,4,hip-hop
trk_1390,Eminem,Flowers Hour (Deluxe Edition),Flowers Hour,72,151577,1,0.38,0.972,5,-4.56,0,0.284,0.236,0.0,0.164,0.913,108.98,4,hip-hop
trk_1391,Justin Bieber,Flowers Chamber (Deluxe Edition),Flowers Chamber,57,176875,0,0.353,0.776,5,-4.8,1,0.221,0.136,0.0,0.314,0.668,168.96,4,pop
trk_1392,Ed Sheeran,Die Chamber (Deluxe Edition),Die Chamber,94,211973,0,0.407,0.389,0,-5.12,0,0.331,0.385,0.0,0.189,0.326,106.28,4,pop
trk_1393,Eminem,Cruel Hero (Deluxe Edition),Cruel Hero,63,243863,1,0.639,0.769,0,-11.42,0,0.282,0.012,0.0,0.126,0.423,126.04,4,hip-hop
trk_1394,The Weeknd,Sunflower Hero (Deluxe Edition),Sunflower Hero,80,236494,0,0.363,0.627,6,-5.25,1,0.127,0.722,0.0,0.105,0.878,151.01,4,pop
trk_1395,Harry Styles,Greedy Echoes (Deluxe Edition),Greedy Echoes,62,241791,1,0.474,0.765,5,-5.73,0,0.172,0.761,0.0,0.241,0.902,105.17,4,pop-rock
trk_1396,Ariana Grande,Flowers World (Deluxe Edition),Flowers World,60,192901,0,0.631,0.747,0,-10.43,0,0.325,0.178,0.0,0.083,0.229,162.81,4,pop
trk_1397,Drake,Starboy Summer (Deluxe Edition),Starboy Summer,69,179663,0,0.771,0.387,2,-5.56,0,0.241,0.535,0.0,0.186,0.908,97.5,4,hip-hop
trk_1398,Ariana Grande,Golden Parade (Deluxe Edition),Golden Parade,75,231533,0,0.728,0.779,4,-4.62,0,0.323,0.047,0.0,0.338,0.868,160.54,4,pop
trk_1399,Olivia Rodrigo,Golden Dreams (Deluxe Edition),Golden Dreams,36,238940,0,0.413,0.97,0,-6.02,1,0.22,0.858,0.0,0.333,0.654,95.15,4,pop-rock
trk_1400,Dua Lipa,Midnight Heart (Deluxe Edition),Midnight Heart,77,174730,0,0.739,0.764,5,-3.34,1,0.275,0.158,0.0,0.22,0.261,152.78,4,dance-pop
trk_1401,SZA,Anti Echoes (Deluxe Edition),Anti Echoes,66,213644,0,0.835,0.642,9,-5.71,0,0.277,0.708,0.0,0.065,0.463,106.9,4,r&b
trk_1402,Ariana Grande,Golden Summer (Deluxe Edition),Golden Summer,62,235816,0,0.848,0.649,7,-6.55,0,0.274,0.794,0.0,0.102,0.338,108.94,4,pop
trk_1403,Kendrick Lamar,Starboy Hero (Deluxe Edition),Starboy Hero,70,253106,1,0.468,0.924,1,-5.7,0,0.28,0.812,0.0,0.15,0.331,97.49,4,hip-hop
trk_1404,Eminem,Cruel Chamber (Deluxe Edition),Cruel Chamber,60,181371,0,0.417,0.535,10,-4.0,0,0.193,0.282,0.0,0.274,0.887,128.34,4,hip-hop
trk_1405,Imagine Dragons,Cruel Lover (Deluxe Edition),Cruel Lover,69,232456,0,0.63,0.585,6,-8.54,1,0.277,0.256,0.0,0.133,0.406,128.73,4,rock
trk_1406,Kendrick Lamar,Starboy Lights (Deluxe Edition),Starboy Lights,75,233689,0,0.766,0.449,2,-9.89,0,0.114,0.146,0.3589,0.272,0.339,123.9,4,hip-hop
trk_1407,Drake,Blinding Parade (Deluxe Edition),Blinding Parade,89,228818,0,0.811,0.889,4,-9.89,0,0.343,0.815,0.0,0.309,0.82,166.96,4,hip-hop
trk_1408,Imagine Dragons,Save Summer (Deluxe Edition),Save Summer,96,143215,1,0.734,0.892,9,-3.3,1,0.342,0.669,0.0,0.215,0.908,160.0,4,rock
trk_1409,Bad Bunny,Golden Parade (Deluxe Edition),Golden Parade,46,155423,0,0.936,0.497,4,-10.97,0,0.167,0.049,0.0,0.321,0.761,119.09,4,reggaeton
trk_1410,Dua Lipa,Anti Chamber (Deluxe Edition),Anti Chamber,83,218611,1,0.835,0.638,3,-13.82,0,0.117,0.511,0.0,0.327,0.68,113.56,4,dance-pop
trk_1411,Post Malone,Flowers Chamber (Deluxe Edition),Flowers Chamber,51,189314,0,0.703,0.427,2,-9.41,0,0.192,0.333,0.0,0.349,0.517,120.47,4,hip-hop
trk_1412,Eminem,God's Memories (Deluxe Edition),God's Memories,73,185539,1,0.835,0.407,8,-12.72,0,0.037,0.343,0.0,0.252,0.595,151.0,4,hip-hop
trk_1413,SZA,Cruel Summer (Deluxe Edition),Cruel Summer,61,199835,1,0.626,0.529,7,-11.2,1,0.261,0.636,0.0,0.215,0.528,156.83,4,r&b
trk_1414,Bad Bunny,Levitating Fantasy (Deluxe Edition),Levitating Fantasy,46,203634,0,0.527,0.963,8,-12.81,0,0.226,0.634,0.0,0.323,0.491,146.63,4,reggaeton
trk_1415,Dua Lipa,Save Hero (Deluxe Edition),Save Hero,36,194332,1,0.382,0.321,11,-13.47,0,0.273,0.671,0.0,0.202,0.642,129.53,4,dance-pop
trk_1416,Travis Scott,Levitating Hero (Deluxe Edition),Levitating Hero,61,189463,1,0.816,0.531,5,-10.26,1,0.062,0.112,0.0,0.166,0.733,149.44,4,hip-hop
trk_1417,Justin Bieber,Levitating Memories (Deluxe Edition),Levitating Memories,58,150132,0,0.385,0.509,9,-10.87,0,0.14,0.263,0.2832,0.195,0.163,168.84,4,pop
trk_1418,Ariana Grande,Save Memories (Deluxe Edition),Save Memories,73,174340,1,0.79,0.757,4,-4.09,0,0.291,0.173,0.0,0.106,0.855,101.93,4,pop
trk_1419,Dua Lipa,Espresso You (Deluxe Edition),Espresso You,49,210611,1,0.763,0.396,6,-11.22,0,0.061,0.389,0.0,0.331,0.579,101.19,4,dance-pop
trk_1420,Post Malone,Shape Chamber (Deluxe Edition),Shape Chamber,60,171588,0,0.602,0.333,3,-8.55,1,0.191,0.228,0.0,0.28,0.402,126.91,4,hip-hop
trk_1421,Taylor Swift,God's Lights (Deluxe Edition),God's Lights,48,199315,0,0.782,0.86,6,-4.6,1,0.278,0.136,0.0,0.284,0.567,128.16,4,pop
trk_1422,The Weeknd,Sunflower Waves (Deluxe Edition),Sunflower Waves,74,259328,1,0.71,0.593,7,-11.17,0,0.271,0.019,0.0,0.134,0.291,109.96,4,pop
trk_1423,Doja Cat,vampire Nights (Deluxe Edition),vampire Nights,67,162695,1,0.739,0.885,1,-10.23,0,0.142,0.73,0.0,0.228,0.204,114.99,4,dance-pop
trk_1424,Taylor Swift,Peaches Heart (Deluxe Edition),Peaches Heart,63,200097,1,0.568,0.844,11,-11.97,1,0.047,0.537,0.0,0.101,0.425,168.64,4,pop
trk_1425,Dua Lipa,Blinding Dreams (Deluxe Edition),Blinding Dreams,84,155612,1,0.356,0.414,7,-5.06,1,0.076,0.769,0.0,0.149,0.475,147.69,4,dance-pop
trk_1426,Kendrick Lamar,vampire You (Deluxe Edition),vampire You,60,157915,1,0.664,0.749,8,-5.05,0,0.318,0.025,0.0,0.083,0.523,159.52,4,hip-hop
trk_1427,Post Malone,Levitating World (Deluxe Edition),Levitating World,59,228846,1,0.556,0.914,0,-11.0,1,0.159,0.808,0.0,0.304,0.194,97.31,4,hip-hop
trk_1428,Bruno Mars,Cruel Heart (Deluxe Edition),Cruel Heart,64,160119,0,0.613,0.891,7,-3.11,1,0.335,0.528,0.0,0.061,0.483,85.3,4,r&b
trk_1429,Taylor Swift,vampire Lights (Deluxe Edition),vampire Lights,74,211912,1,0.89,0.455,6,-5.55,0,0.111,0.098,0.0,0.155,0.166,163.3,4,pop
trk_1430,Dua Lipa,Anti You (Deluxe Edition),Anti You,75,164670,1,0.894,0.337,3,-11.53,1,0.269,0.337,0.0,0.275,0.181,158.87,4,dance-pop
trk_1431,Doja Cat,Blinding Nights (Deluxe Edition),Blinding Nights,67,223777,0,0.931,0.616,4,-10.11,1,0.064,0.762,0.0,0.302,0.439,152.67,4,dance-pop
trk_1432,Coldplay,Espresso Nights (Deluxe Edition),Espresso Nights,85,147001,1,0.852,0.647,0,-7.21,0,0.193,0.359,0.0,0.265,0.789,115.37,4,rock
trk_1433,The Weeknd,God's Lights (Deluxe Edition),God's Lights,78,179432,1,0.432,0.887,1,-8.82,1,0.055,0.681,0.0,0.325,0.373,140.48,4,pop
trk_1434,Ed Sheeran,Sunflower Symphony (Deluxe Edition),Sunflower Symphony,82,240066,0,0.867,0.771,1,-6.16,1,0.245,0.545,0.3644,0.186,0.407,93.48,4,pop
trk_1435,Eminem,Lucid Lover (Deluxe Edition),Lucid Lover,21,191459,1,0.63,0.923,2,-7.88,0,0.269,0.309,0.1952,0.153,0.819,138.91,4,hip-hop
trk_1436,SZA,As It Was Summer (Deluxe Edition),As It Was Summer,66,148793,1,0.551,0.977,6,-12.54,1,0.208,0.506,0.0,0.16,0.424,171.74,4,r&b
trk_1437,Dua Lipa,Flowers Hero (Deluxe Edition),Flowers Hero,60,168522,0,0.779,0.651,8,-11.17,0,0.202,0.236,0.0,0.099,0.247,159.94,4,dance-pop
trk_1438,Harry Styles,Cruel Plan (Deluxe Edition),Cruel Plan,92,152433,1,0.43,0.427,5,-11.48,0,0.348,0.339,0.0,0.132,0.571,114.75,4,pop-rock
trk_1439,Coldplay,Anti Tears (Deluxe Edition),Anti Tears,39,182922,1,0.783,0.813,10,-5.73,1,0.055,0.636,0.0,0.275,0.595,94.82,4,rock
trk_1440,Billie Eilish,Flowers Waves (Deluxe Edition),Flowers Waves,65,173278,1,0.693,0.831,10,-13.55,1,0.213,0.565,0.0,0.186,0.814,129.71,4,alt-pop
trk_1441,Dua Lipa,Cruel Symphony (Deluxe Edition),Cruel Symphony,66,148340,0,0.376,0.802,9,-5.52,1,0.047,0.495,0.0,0.17,0.243,157.82,4,dance-pop
trk_1442,Doja Cat,Sunflower You (Deluxe Edition),Sunflower You,47,191556,0,0.8,0.735,9,-6.36,1,0.041,0.154,0.1668,0.179,0.899,161.88,4,dance-pop
trk_1443,Drake,Midnight Hero (Deluxe Edition),Midnight Hero,79,189955,1,0.528,0.844,11,-4.88,0,0.056,0.092,0.0,0.107,0.69,99.74,4,hip-hop
trk_1444,SZA,Midnight Fantasy (Deluxe Edition),Midnight Fantasy,70,248174,0,0.936,0.897,0,-4.43,0,0.189,0.029,0.0,0.251,0.39,155.25,4,r&b
trk_1445,Harry Styles,As It Was Nights (Deluxe Edition),As It Was Nights,61,181805,0,0.655,0.63,4,-6.07,0,0.161,0.409,0.3956,0.244,0.325,89.48,4,pop-rock
trk_1446,Ed Sheeran,Anti Parade (Deluxe Edition),Anti Parade,49,241570,1,0.883,0.333,7,-5.56,1,0.264,0.177,0.0,0.126,0.739,123.17,4,pop
trk_1447,Coldplay,Die Memories (Deluxe Edition),Die Memories,71,182731,1,0.543,0.962,3,-5.89,0,0.323,0.853,0.0,0.195,0.456,123.39,4,rock
trk_1448,Justin Bieber,Lucid Hour (Deluxe Edition),Lucid Hour,53,232132,1,0.425,0.955,3,-13.96,0,0.275,0.597,0.0,0.135,0.822,135.75,4,pop
